Drug_ID,smiles,value,source,dataset,smiles,value,smiles.3,value.3,smiles.2,value.2,smiles.1,value.1,assay_type,smiles.4,molecule_chembl_id,standard_type,standard_units,value.4,type,units,query_label,query_standard_type,units_hint,smiles,value
,,,,ChEMBL,,0.42,,,,,,,A,,CHEMBL117602,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Nc1nc(N)c2cc(COC(=O)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)ccc2n1,0.42
,,,,ChEMBL,,1.9,,,,,,,A,,CHEMBL138709,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),N=C(N)c1ccc2[nH]cc(CC(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)c2c1,1.9
,,,,ChEMBL,,0.36,,,,,,,A,,CHEMBL34259,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.36
,,,,ChEMBL,,0.51,,,,,,,A,,CHEMBL222559,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0.51
,,,,ChEMBL,,1.58,,,,,,,A,,CHEMBL300891,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(O)c2C)CSC1(C)C,1.58
,,,,ChEMBL,,0.15,,,,,,,A,,CHEMBL30432,Vdss,,,Vdss,,volume_distribution,VDss,(L/kg|L),CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1,0.15
,,,,ChEMBL,,0.99,,,,,,,A,,CHEMBL135339,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2cccc(F)c12,0.99
,,,,ChEMBL,,200.0,,,,,,,A,,CHEMBL348501,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1ccc(S(=O)(=O)NC(=O)Cc2ccc(NC[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2)cc1,200.0
,,,,ChEMBL,,478.0,,,,,,,A,,CHEMBL422876,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),C[C@H](CNc1ccc(CCS(=O)(=O)NC(=O)c2ccccc2)cc1)NC[C@H](O)c1cccc(Cl)c1,478.0
,,,,ChEMBL,,409.0,,,,,,,A,,CHEMBL347582,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1ccc(S(=O)(=O)NC(=O)Cc2cccc(NC[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)c2)cc1,409.0
,,,,ChEMBL,,0.56,,,,,,,A,,CHEMBL337301,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)C[C@H]3C)c12,0.56
,,,,ChEMBL,,2.5,,,,,,,A,,CHEMBL22310,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),N[C@H](C(=O)N1CC[C@H](F)C1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1,2.5
,,,,ChEMBL,,0.13,,,,,,,A,,CHEMBL279765,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=c1c2c(oc(O)c1[C@H](c1cccc(NS(=O)(=O)c3ccc(F)cc3)c1)C1CC1)CCCCCC2,0.13
,,,,ChEMBL,,0.12,,,,,,,A,,CHEMBL16431,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),N#Cc1ccc(S(=O)(=O)Nc2cccc([C@@H](c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)cc1,0.12
,,,,ChEMBL,,2.23,,,,,,,A,,CHEMBL88486,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),C[S+]([O-])c1ccc(-c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,2.23
,,,,ChEMBL,,0.16,,,,,,,A,,CHEMBL277309,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3ccc(F)cc3)c1)C1CC1)CCCCCC2,0.16
,,,,ChEMBL,,0.15,,,,,,,A,,CHEMBL15959,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=c1c2c(oc(O)c1[C@@H](c1cccc(NS(=O)(=O)c3ccc(F)cc3)c1)C1CC1)CCCCCC2,0.15
,,,,ChEMBL,,0.15,,,,,,,A,,CHEMBL16422,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),N#Cc1ccc(S(=O)(=O)Nc2cccc([C@H](c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)cc1,0.15
,,,,ChEMBL,,369.0,,,,,,,A,,CHEMBL24734,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),Nc1cnc(-c2cccc(Cl)c2)n(CC(=O)NC(Cc2ccccc2)C(=O)C(F)(F)C(=O)NCc2ccccc2)c1=O,0.369
,,,,ChEMBL,,0.15,,,,,,,A,,CHEMBL275888,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=c1c2c(oc(O)c1[C@H](c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2,0.15
,,,,ChEMBL,,0.2,,,,,,,A,,CHEMBL280303,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cn1cnc(S(=O)(=O)Nc2cccc([C@@H](c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)c1,0.2
,,,,ChEMBL,,3.7,,,,,,,A,,CHEMBL129683,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CN(C[C@@H](CCN1CCC(c2ccccc2[S@+](C)[O-])CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C#N)cc2ccccc12,3.7
,,,,ChEMBL,,1057.0,,,,,,,A,,CHEMBL115220,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,1.057
,,,,ChEMBL,,6.0,,,,,,,A,,CHEMBL117166,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),c1cncc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)c1,6.0
,,,,ChEMBL,,2.37,,,,,,,A,,CHEMBL269369,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),N#Cc1cccc(C(=O)C(Nc2ccc(Cl)cc2)NC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c1,2.37
,,,,ChEMBL,,16.0,,,,,,,A,,CHEMBL333021,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,16.0
,,,,ChEMBL,,7.9,,,,,,,A,,CHEMBL118400,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CN1CCN(CCCn2ccc(-c3cnc4c(-c5ccsc5)cnn4c3)cc2=O)CC1,7.9
,,,,ChEMBL,,0.4,,,,,,,A,,CHEMBL442150,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)c1cccc(C[C@@H]2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3[C@@H]2O)c1,0.4
,,,,ChEMBL,,43.0,,,,,,,A,,CHEMBL283047,Vdss,ml,,Vdss,ml,volume_distribution,VDss,(L/kg|L),O=C(Cc1ccccc1)Nc1c2c(nc3ccccc13)N(Cc1ccccc1)CC2,43.0
,,,,ChEMBL,,6.7,,,,,,,A,,CHEMBL9946,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCN(CC)c1nc(C)nc2c1c(C)cn2-c1c(C)cc(C)cc1C,6.7
,,,,ChEMBL,,3.8,,,,,,,A,,CHEMBL332680,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@H]1[C@@H](O)c2cc(OCc3nc4cc(F)c(F)cc4s3)ccc2OC1(C)C,3.8
,,,,ChEMBL,,1.6,,,,,,,A,,CHEMBL119214,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),COc1ccc(NS(=O)(=O)C(F)(F)F)cc1C[C@H]1[C@@H](O)c2cc(OCc3ccc4ccc(Cl)cc4n3)ccc2OC1(C)C,1.6
,,,,ChEMBL,,0.8,,,,,,,A,,CHEMBL344656,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CC(C)c1ccc(NC(=O)N2CCC[C@H]2C(=O)N2CC[C@H]3[C@H]2[C@H](C)C(=O)N3c2nc3ccccc3s2)cc1,0.8
,,,,ChEMBL,,1.78,,,,,,,A,,CHEMBL134320,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(NC[C@H]1CN(c2ccc(C3CC[S+]([O-])CC3)c(F)c2)C(=O)O1)C(F)F,1.78
,,,,ChEMBL,,0.5,,,,,,,A,,CHEMBL433269,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,0.5
,,,,ChEMBL,,0.3,,,,,,,A,,CHEMBL222813,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,0.3
,,,,ChEMBL,,297.0,,,,,,,A,,CHEMBL331771,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)cc1,0.297
,,,,ChEMBL,,0.3,,,,,,,A,,CHEMBL300461,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCN(C)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,0.3
,,,,ChEMBL,,310.0,,,,,,,A,,CHEMBL331742,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(N)(=O)=O)C(c2ccccc2)c2ccccc2)s1,0.31
,,,,ChEMBL,,152.0,,,,,,,A,,CHEMBL119877,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)s1)C(c1ccccc1)c1ccccc1,0.152
,,,,ChEMBL,,0.4,,,,,,,A,,CHEMBL295490,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,0.4
,,,,ChEMBL,,1.3,,,,,,,A,,CHEMBL430869,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,1.3
,,,,ChEMBL,,230.0,,,,,,,A,,CHEMBL121379,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1csc(C(=N)N)c1)C(c1ccccc1)c1ccccc1,0.23
,,,,ChEMBL,,174.0,,,,,,,A,,CHEMBL120187,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C(c1ccccc1)c1ccccc1,0.174
,,,,ChEMBL,,258.0,,,,,,,A,,CHEMBL420540,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)s1,0.258
,,,,ChEMBL,,189.0,,,,,,,A,,CHEMBL121150,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),N=C(N)c1csc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NCC(=O)O)C(c2ccccc2)c2ccccc2)n1,0.189
,,,,ChEMBL,,1.2,,,,,,,A,,CHEMBL353758,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCCN(CCC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O,1.2
,,,,ChEMBL,,139.0,,,,,,,A,,CHEMBL331571,Vdss,L.kg-1,,Vdss,ml kg-1,volume_distribution,VDss,(L/kg|L),COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)nc1)C(c1ccccc1)c1ccccc1,0.139
,,,,ChEMBL,,1.4,,,,,,,A,,CHEMBL115554,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCc1ccc(CC[C@@H](N)C[C@@H](O)P(=O)(O)O)cc1,1.4
,,,,ChEMBL,,0.32,,,,,,,A,,CHEMBL29972,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN2CCC(C)(C)C2=O)c1C,0.32
,,,,ChEMBL,,1.1,,,,,,,A,,CHEMBL274489,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2N(C)C(=O)CC(C)(C)C)c1C,1.1
,,,,ChEMBL,,0.07,,,,,,,A,,CHEMBL103667,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0.07
,,,,ChEMBL,,2723.3,,,,,,,A,,CHEMBL410160,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)CNC(=O)COCCO)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O,2.723
,,,,ChEMBL,,0.54,,,,,,,A,,CHEMBL45480,Vdss,L.kg-1,,Vdss,l/kg,volume_distribution,VDss,(L/kg|L),CCCc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(N)nc1C,0.54
,,,,ChEMBL,,3598.0,,,,,,,A,,CHEMBL441925,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)CNC(=O)CC(NC(=O)COCCO)C(=O)NCC(=O)Oc4c(C)cc(COC(=O)NC5(C)CC(OC6C(Oc7c8cc9cc7Oc7ccc(cc7Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]9C(=O)N[C@H]7C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c9cc(O)cc(O)c9-c9cc7ccc9O)[C@H](O)c7ccc(c(Cl)c7)O8)OC(CO)C(O)C6O)OC(C)C5O)cc4C)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O,3.598
,,,,ChEMBL,,0.7,,,,,,,A,,CHEMBL281659,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)CC(C)(C)C)c1C,0.7
,,,,ChEMBL,,2.3,,,,,,,A,,CHEMBL2113316,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1onc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN2CCC(C)(C)C2=O)c1C,2.3
,,,,ChEMBL,,0.08,,,,,,,A,,CHEMBL24461,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2)c1C,0.08
,,,,ChEMBL,,0.52,,,,,,,A,,CHEMBL147405,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CC(=O)NC[C@H]1CN(c2ccc(-n3ccc(C#N)c3)c(F)c2)C(=O)O1,0.52
,,,,ChEMBL,,5.9,,,,,,,A,,CHEMBL114606,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,5.9
,,,,ChEMBL,,35.1,,,,,,,A,,CHEMBL432067,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCc1ccc(CCC(N)COP(=O)(O)O)cc1,35.1
,,,,ChEMBL,,0.3,,,,,,,A,,CHEMBL24763,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1cccc(O)c1)[C@@H](C(=O)NO)C1CCNCC1,0.3
,,,,ChEMBL,,0.1,,,,,,,A,,CHEMBL116306,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),Cn1cc(C2=C(O)C(O)=C(c3ccccc3)C(=O)C2=O)c2ccccc21,0.1
,,,,ChEMBL,,0.7,,,,,,,A,,CHEMBL115713,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCCCCCCCc1ccc(CC[C@@H](N)C[C@H](O)P(=O)(O)O)cc1,0.7
,,,,ChEMBL,,2640.8,,,,,,,A,,CHEMBL263354,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)C(C)NC(=O)COCCO)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O,2.641
,,,,ChEMBL,,1.3,,,,,,,A,,CHEMBL26114,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCOc1ccc(-n2c(C)c3c(C)nnc(C)c3c2C)cc1,1.3
,,,,ChEMBL,,309.3,,,,,,,A,,CHEMBL262777,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0.3093
,,,,ChEMBL,,1648.3,,,,,,,A,,CHEMBL407229,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)NCCOCCO)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O,1.648
,,,,ChEMBL,,1341.0,,,,,,,A,,CHEMBL414325,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)NCCOCCOCCNC(=O)CNC(=O)CC(NC(=O)COCCO)C(=O)NCC(=O)NCCOCCOCCNC(=O)Oc4c(C)cc(COC(=O)NC5(C)CC(OC6C(Oc7c8cc9cc7Oc7ccc(cc7Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]9C(=O)N[C@H]7C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c9cc(O)cc(O)c9-c9cc7ccc9O)[C@H](O)c7ccc(c(Cl)c7)O8)OC(CO)C(O)C6O)OC(C)C5O)cc4C)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O,1.341
,,,,ChEMBL,,0.43,,,,,,,A,,CHEMBL345499,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CC(=O)NC[C@H]1CN(c2ccc(-n3cc(C#N)cn3)c(F)c2)C(=O)O1,0.43
,,,,ChEMBL,,0.46,,,,,,,A,,CHEMBL11157,Vdss,L.kg-1,,Vdss,l/kg,volume_distribution,VDss,(L/kg|L),Cc1nc(N)ccc1CNC(=O)Cn1c(C)ccc(NS(=O)(=O)Cc2ccccc2)c1=O,0.46
,,,,ChEMBL,,1.5,,,,,,,A,,CHEMBL285832,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2Cn2ccc(C(F)(F)F)n2)c1C,1.5
,,,,ChEMBL,,0.9,,,,,,,A,,CHEMBL139393,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,0.9
,,,,ChEMBL,,2.65,,,,,,,F,,CHEMBL1626984,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCc1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3([O-])CC.[Na+],2.65
,,,,ChEMBL,,0.38,,,,,,,A,,CHEMBL121,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,0.38
,,,,ChEMBL,,0.76,,,,,,,A,,CHEMBL166572,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCOC(Cc1ccc(OCCCN2c3ccccc3OCOc3ccccc32)cc1)C(=O)O,0.76
,,,,ChEMBL,,3.3,,,,,,,A,,CHEMBL102826,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,3.3
,,,,ChEMBL,,0.22,,,,,,,A,,CHEMBL595,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,0.22
,,,,ChEMBL,,15.0,,,,,,,A,,CHEMBL322603,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)[C@@H](C1CCCCC1)N1C[C@H](CN2CCC(O)(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,15.0
,,,,ChEMBL,,8.4,,,,,,,A,,CHEMBL322693,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CC(C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3ccc(F)cc3)CC2)[C@@H](c2ccccc2)C1,8.4
,,,,ChEMBL,,0.73,,,,,,,A,,CHEMBL86658,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccccc32)cc1)C(=O)O,0.73
,,,,ChEMBL,,5.9,,,,,,,A,,CHEMBL20896,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)[C@@H](CC1CCC1)N1C[C@H](CN2CCC(CCCc3ccccc3)CC2)[C@@H](c2ccccc2)C1,5.9
,,,,ChEMBL,,2.37,,,,,,,F,,CHEMBL281768,Vdss,L.kg-1,,Vdss,l kg-1,volume_distribution,VDss,(L/kg|L),CCc1c2c(nc3ccc(N)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,2.37
,,,,ChEMBL,,0.88,,,,,,,A,,CHEMBL166637,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),CCO[C@@H](Cc1ccc(OCCn2c3ccccc3c3ccncc32)cc1)C(=O)O,0.88
,,,,ChEMBL,,0.9,,,,,,,A,,CHEMBL140120,Vdss,L.kg-1,,Vss,l kg-1,volume_distribution,VDss,(L/kg|L),O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCN(CCc1ccccc1)C2,0.9
,,,,ChEMBL,,2833.0,,,,,,,A,,CHEMBL168501,Vdss,L.kg-1,,Vss,ml kg-1,volume_distribution,VDss,(L/kg|L),COc1ccc(CCN2CCC(c3nc(COCC(F)(F)F)c(-c4ccccc4)o3)CC2)cc1S(=O)(=O)NCCNC(C)=O,2.833
