smiles_r,inchikey,VDss,fup,LogP_pred,LogD_pred,MW,TPSA_NO,HBA,HBD,RotBondCount,LogD_exp,CL_exp,LogD
CN(C(=O)CO)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,NJKDOADNQSYQEV-YUMQZZPRSA-N,0.23,1.0,-2.1,-2.1,777.09,179.7,11.0,7.0,15.0,,,-2.1
CN(C)C(=[NH2+])NC(N)=[NH2+],XZWYZXLIPXDOLR-UHFFFAOYSA-P,0.64,1.0,-2.0,-5.5,129.16,89.0,5.0,4.0,3.0,,,-5.5
CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,FPZLLRFZJZRHSY-HJYUBDRYSA-M,12.0,0.2,-0.11,-2.9,585.65,205.8,13.0,7.0,6.0,,,-2.9
CN(C)c1ccc([O-])c2c1C[C@H]1C[C@H]3[C@H]([NH+](C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,DYKFCLLONBREIL-KVUCHLLUSA-L,1.6,0.005,0.36,-1.9,457.48,164.6,10.0,5.0,3.0,,,-1.9
CN(CCOc1ccc(Cc2sc(=O)[n-]c2O)cc1)c1ccccn1,HYYTYVGJWRWHHQ-UHFFFAOYSA-M,0.2,0.002,3.2,0.25,357.43,71.5,6.0,1.0,7.0,,,0.25
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1,FBOZXECLQNJBKD-UHFFFAOYSA-L,0.43,0.37,-0.25,-6.4,454.44,210.5,13.0,5.0,9.0,,,-6.4
CN/C(NC#N)=[NH+]\CCSCc1nc[n-]c1C,GKPMQZGLRFUHAN-UHFFFAOYSA-O,1.2,0.78,-0.23,-0.29,252.34,88.9,6.0,3.0,8.0,,,-0.29
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,FJIKWRGCXUCUIG-UHFFFAOYSA-N,1.6,0.12,2.8,2.8,335.18,52.9,4.0,1.0,1.0,,,2.8
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,1.0,0.023,2.8,2.8,284.74,32.7,3.0,0.0,1.0,2.69,6.17,2.69
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,PPTYJKAXVCCBDU-UHFFFAOYSA-N,1.9,0.17,2.1,2.1,313.28,78.5,6.0,0.0,2.0,2.1,5.01,2.1
CN1C(=O)[N-]C(=O)C(C)(C2=CCCCC2)C1=O,UYXAWHWODHRRMR-UHFFFAOYSA-M,1.1,0.53,1.8,1.8,236.27,66.5,5.0,1.0,1.0,,,1.8
CN1c2ccccc2[C@@H]([NH2+]CCCCCCC(=O)[O-])c2ccc(Cl)cc2S1(=O)=O,JICJBGPOMZQUBB-OAQYLSRUSA-N,0.3,0.05,4.4,1.6,436.95,86.7,6.0,2.0,8.0,,,1.6
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CC[NH+](C)[C@@H]1[NH+]2C,PIJVFDBKTWXHHD-UKRRQHHQSA-P,3.9,0.64,1.6,0.79,275.35,44.8,5.0,1.0,2.0,,,0.79
CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,UXIGWFXRQKWHHA-UHFFFAOYSA-M,0.17,0.98,1.4,-2.0,613.91,95.5,6.0,3.0,3.0,,,-2.0
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,TWHSQQYCDVSBRK-UHFFFAOYSA-N,0.3,0.0011,3.5,0.63,464.54,109.4,8.0,3.0,6.0,,,0.63
CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,LZPZPHGJDAGEJZ-AKAIJSEGSA-N,0.94,0.7,-2.5,-2.5,390.35,186.5,13.0,5.0,4.0,,,-2.5
CNC1=[NH+]c2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,BUCORZSTKDOEKQ-UHFFFAOYSA-P,0.25,0.056,1.4,1.4,299.75,53.1,4.0,1.0,2.0,,,1.4
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CC[NH+](C)CC3)c2c1,AMKVXSZCKVJAGH-UHFFFAOYSA-O,2.4,0.7,2.5,0.43,335.46,65.2,5.0,2.0,5.0,,,0.43
CNS(=O)(=O)Cc1ccc2[nH]cc(CC[NH+](C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-O,1.7,0.83,1.5,0.3,295.4,65.2,5.0,2.0,6.0,,,0.3
CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)[O-])cn3C2CC2)CC1C[NH3+],ZRCVYEYHRGVLOC-HYARGMPZSA-N,3.52,0.3,1.7,-0.26,389.38,123.0,9.0,2.0,5.0,,,-0.26
COC(=O)C(c1ccccc1)C1CCCC[NH2+]1,DUGOZIWVEXMGBE-UHFFFAOYSA-O,2.2,0.85,2.1,0.84,233.31,38.3,3.0,1.0,4.0,,,0.84
COC(=O)C(c1ccccc1)[C@H]1CCCC[NH2+]1,DUGOZIWVEXMGBE-PZORYLMUSA-O,2.65,0.87,2.1,0.84,233.31,38.3,3.0,1.0,4.0,,,0.84
COC(=O)C(c1ccccc1Cl)[NH+]1CCc2sccc2C1,GKTWGGQPFAXNFI-UHFFFAOYSA-O,2.01,0.02,3.3,3.3,321.82,29.5,3.0,0.0,4.0,,,3.3
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,HMJIYCCIJYRONP-UHFFFAOYSA-O,1.5,0.04,3.0,3.0,371.39,103.8,8.0,1.0,6.0,,,3.0
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-O,0.79,0.044,2.4,2.4,346.33,110.4,8.0,1.0,6.0,,,2.4
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],VKQFCGNPDRICFG-UHFFFAOYSA-O,5.5,0.003,3.7,3.7,388.41,110.4,8.0,1.0,8.0,,,3.7
COC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,ZBBHBTPTTSWHBA-UHFFFAOYSA-P,1.0,0.01,3.9,3.7,479.52,113.7,9.0,1.0,11.0,,,3.7
COC(=O)C1[C@@H](O)CC[C@H]2C[NH+]3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]12,BLGXFZZNTVWLAY-UKQGOTKBSA-O,0.48,0.2,2.4,2.1,354.44,65.6,5.0,2.0,2.0,,,2.1
COC(=O)C1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C,ZPUCINDJVBIVPJ-MBOZISHXSA-O,2.0,0.12,2.8,1.9,303.35,55.8,5.0,0.0,5.0,,,1.9
COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-O,1.2,0.59,2.0,0.18,295.37,67.8,5.0,2.0,10.0,,,0.18
COC(=O)NC(C(=O)[NH+]1CCCC1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)C4CCC[NH+]4C(=O)C(NC(=O)OC)C(C)C)cc3)[NH+]2c2ccc(C(C)(C)C)cc2)cc1)C(C)C,PIDFDZJZLOTZTM-UBUBWCDGSA-Q,2.32,0.001,7.8,7.8,894.11,178.7,15.0,4.0,15.0,,,7.8
COC(=O)NC(C(=O)[NH+]1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCC[NH+]5C(=O)C(NC(=O)OC)C(C)C)[n-]4)cc3)cc2)[n-]1)C(C)C,LMKVDOMWAJHANR-URRMOVRVSA-N,0.67,0.01,5.3,5.2,738.88,174.6,14.0,4.0,13.0,,,5.2
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[n-]1,CVHJIACXRVJKCH-UHFFFAOYSA-M,1.2,0.086,3.0,-0.42,295.29,84.1,6.0,2.0,4.0,,,-0.42
COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)C[NH+]4CC[NH+](C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,CPMDPSXJELVGJG-UHFFFAOYSA-P,15.0,0.02,3.8,3.4,539.62,94.2,9.0,2.0,8.0,,,3.4
COC(=O)c1cnc2n1CCc1ccccc1C2=C1CC[NH+](CCc2ccc(OCc3ccc4ccccc4n3)cc2)CC1,TULGGJGJQXESOO-UHFFFAOYSA-O,6.03,0.001,7.4,6.8,584.71,69.5,7.0,0.0,8.0,,,6.8
COC1=C(C(=O)[O-])[NH+]2C(=O)C(NC(=O)C([NH3+])C3=CCC=CC3)[C@H]2SC1,RDMOROXKXONCAL-QKFMDRJYSA-O,0.17,0.1,-0.95,-3.5,365.4,122.0,8.0,3.0,5.0,,,-3.5
COC1=C2C(C)[C@@H](OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C[C@@](O)([C@@H](OC(=O)c3ccccc3)[C@@H]3[C@]4(OC(C)=O)CO[C@@H]4C[C@H](OC)[C@@]3(C)C1=O)C2(C)C,SUOGUKJEXYJHTD-XPWYCUBJSA-N,48.0,0.24,4.0,4.0,835.93,202.4,15.0,3.0,14.0,,,4.0
COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)[NH+]2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,UOZZDEYFDFKHQS-NEAJIDFESA-O,1.3,0.26,5.4,5.4,966.21,218.8,17.0,2.0,7.0,,,5.4
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)[NH+](C)CC(O)CO)c1I,DGAIEPBNLOQYER-UHFFFAOYSA-O,0.22,0.99,-2.2,-2.2,791.11,168.7,11.0,6.0,11.0,,,-2.2
COCC(=O)O[C@]1(CC[NH+](C)CCCc2nc3ccccc3[n-]2)CCc2cc(F)ccc2[C@@H]1C(C)C,QBXRKUKDJCCYQX-VMPREFPWSA-O,3.1,0.005,5.9,3.8,495.63,67.4,6.0,1.0,12.0,,,3.8
COCC(NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-UHFFFAOYSA-N,0.58,0.85,-0.2,-0.2,250.29,67.4,5.0,2.0,6.0,,,-0.2
COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,CJOFXWAVKWHTFT-XSFVSMFZSA-O,23.5,0.2,3.1,1.2,318.33,56.8,4.0,1.0,9.0,,,1.2
COCCCOc1ccnc(C[S+](O)c2nc3ccccc3[n-]2)c1C,LKQSVGARAMZJHW-UHFFFAOYSA-N,0.22,0.037,2.1,2.1,359.44,77.1,6.0,1.0,8.0,,,2.1
COCCC[NH+]1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,ZPMNHBXQOOVQJL-UHFFFAOYSA-O,8.73,0.7,2.5,1.3,367.87,76.8,6.0,2.0,6.0,,,1.3
COCCOC(=O)C1=C(C)[NH2+]C(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-O,1.1,0.016,3.2,3.2,418.44,119.7,9.0,1.0,10.0,,,3.2
COCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,IUBSYMUCCVWXPE-UHFFFAOYSA-O,3.1,0.88,1.9,0.064,267.36,50.7,4.0,2.0,9.0,,,0.064
COCOCC(CCC1(C(=O)NC2CCC(C(=O)[O-])CC2)CCCC1)C(=O)[O-],KIJQJNCPBKIGBI-UHFFFAOYSA-L,0.25,0.872,1.6,-3.6,399.48,122.2,8.0,3.0,13.0,,,-3.6
COC[C@@H](O)CN(C(C)=O)c1c(I)c(C(=O)NC[C@H](O)CO)c(I)c(C(=O)NC[C@H](O)CO)c1I,IUNJANQVIJDFTQ-SRVKXCTJSA-N,0.2,1.0,-2.2,-2.2,835.16,188.9,12.0,7.0,13.0,,,-2.2
COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(C(C)C)nc1=C(C)C,CDHNVTRRQNLWKA-WOJBJXKFSA-M,0.33,0.01,4.3,1.1,459.55,99.9,6.0,3.0,11.0,,,1.1
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C)CS[C@H]12)c1csc(N)n1,MQLRYUCJDNBWMV-LESKNEHBSA-N,0.28,0.78,0.36,-2.6,397.43,147.2,10.0,3.0,5.0,,,-2.6
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,GPRBEKHLDVQUJE-LNUXAPHWSA-N,0.19,0.6,-0.053,-3.1,455.47,173.5,12.0,3.0,8.0,,,-3.1
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3cnns3)CS[C@H]12)c1csc(N)n1,CXHKZHZLDMQGFF-LNUXAPHWSA-N,0.2,0.12,0.51,-2.5,513.59,173.0,12.0,3.0,8.0,,,-2.5
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,VAAUVRVFOQPIGI-NZDRZINCSA-M,0.12,0.1,-3.2,-8.4,554.58,215.2,15.0,4.0,8.0,,,-8.4
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1,XDZKBRJLTGRPSS-LRHAYUFXSA-M,0.054,0.18,1.3,-4.9,584.67,197.4,13.0,4.0,10.0,,,-4.9
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,HJJDBAOLQAWBMH-WCRCJTMVSA-N,0.2,0.31,-0.15,-3.2,511.56,190.8,14.0,3.0,8.0,,,-3.2
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,HVFLCNVBZFFHBT-LRHAYUFXSA-O,0.28,0.78,-3.6,-2.7,480.56,150.0,11.0,2.0,7.0,,,-2.7
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[NH+]3C=C[NH+]4[NH2+]C=CC=C34)CS[C@H]12)c1nsc(N)n1,CFVXLRWCMNOCAA-RGUGMKFQSA-Q,0.24,0.74,-1.3,-4.8,516.53,180.7,14.0,3.0,9.0,,,-4.8
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,DKOQGJHPHLTOJR-OTOKDRCRSA-O,0.24,0.9,0.7,-1.6,514.58,153.9,11.0,2.0,7.0,,,-1.6
CON=C(C(=O)NC1C(=O)[NH+]2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1,NNULBSISHYWZJU-QHDYGNBISA-N,0.2,0.72,-0.22,-3.2,383.4,147.2,10.0,3.0,5.0,,,-3.2
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H]([NH+](C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@@H]([NH+](C)C)[C@H](C)O2)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,ACTOXUHEUCPTEW-JAYNOARPSA-P,5.4,0.26,2.0,0.92,843.05,195.4,16.0,4.0,11.0,,,0.92
CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc([O-])cc2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,JWCSIUVGFCSJCK-CAVRMKNVSA-L,0.17,0.39,-0.95,-4.2,520.47,206.3,15.0,4.0,9.0,,,-4.2
CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccsc2)C(=O)[NH+]2C(C(=O)[O-])C(C)(C)S[C@@H]21,BVCKFLJARNKCSS-FEOOVKDISA-M,0.11,0.21,0.81,-5.7,414.45,133.2,9.0,3.0,6.0,,,-5.7
CO[C@@]1(NC(=O)CSCC#N)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,SNBUBQHDYVFSQF-HIFRSBDPSA-N,0.13,0.15,-1.4,-4.3,471.53,163.3,12.0,2.0,10.0,,,-4.3
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)[NH+]2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,0.17,0.73,-0.81,-3.8,427.45,148.3,10.0,3.0,8.0,,,-3.8
CO[C@@]1(NC(O)=c2sc(=C(C(N)=O)C(=O)[O-])s2)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,SMRZELGKBINBNK-WBVHZDCISA-M,0.13,0.15,-1.8,-7.1,575.62,219.9,15.0,4.0,9.0,,,-7.1
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c([O-])c4c([O-])c(c(/C=N/[NH+]5CC[NH+](C)CC5)c([O-])c4c3C2=O)NC(=O)C(C)=CC=CC(C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,JQXXHWHPUNPDRT-RIDGECIJSA-M,0.97,0.2,4.6,1.7,822.94,220.1,16.0,6.0,5.0,,,1.7
CO[C@H]1C[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](O)C(C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@H]3O[C@@H](C)C[C@@H]([NH+](C)C)[C@H]3O)[C@H]2C)O[C@@H](C)[C@@H]1O,RZPAKFUAFGMUPI-QDVWIFNPSA-O,0.77,0.4,2.0,0.7,687.86,166.0,13.0,3.0,9.0,,,0.7
CO[C@]1(NC(=O)CSC(F)F)C(=O)[NH+]2C(C(=O)[O-])=C(CSc3nnnn3CCO)CO[C@@H]21,UHRBTBZOWWGKMK-IUODEOHRSA-N,0.19,0.64,-0.98,-4.0,496.47,169.0,13.0,3.0,11.0,,,-4.0
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc([O-])c5c4[C@@]3(CC[NH+]1CC1CC1)[C@H]2O5,RMRJXGBAOAMLHD-IHFGGWKQSA-N,4.9,0.04,4.4,3.1,467.64,62.2,5.0,2.0,4.0,,,3.1
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C,NBRBXGKOEOGLOI-UHFFFAOYSA-M,2.13,0.005,4.3,0.75,493.57,110.3,8.0,2.0,5.0,,,0.75
COc1c(C)c2c(c([O-])c1C/C=C(\C)CCC(=O)[O-])C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-L,0.77,0.02,3.2,0.58,320.34,93.1,6.0,2.0,6.0,,,0.58
COc1c(N2CCC/C(=C(\F)C[NH3+])C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,VMKVDAAFMQKZJS-LFIBNONCSA-N,1.13,0.34,2.8,0.44,419.42,97.8,7.0,2.0,5.0,,,0.44
COc1c(N2CC[NH2+]C(C)C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,1.7,0.8,2.1,-0.65,375.39,82.1,7.0,2.0,4.0,-0.82,,-0.82
COc1c(N2C[C@@H](C)C[C@H]([NH3+])C2)ccc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,AVPQPGFLVZTJOR-RYUDHWBXSA-N,1.9,0.84,2.5,0.077,371.43,96.1,7.0,2.0,4.0,,,0.077
COc1c(N2C[C@@H]3CCC[NH2+][C@@H]3C2)c(F)cc2c(=O)c(C(=O)[O-])cn(C3CC3)c12,FABPRXSRWADJSP-MEDUHNTESA-N,1.4,0.6,2.4,-0.36,401.43,82.1,7.0,2.0,4.0,-0.18,,-0.18
COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,0.61,0.09,2.1,2.1,216.19,53.2,4.0,0.0,1.0,1.97,52.0,1.97
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3[NH+](C)C)C3COC(=O)C23)OCO4)cc(OC)c1[O-],ZKSNZYLCOXUJIR-UHFFFAOYSA-N,0.3,0.013,0.23,0.21,615.63,143.8,13.0,2.0,6.0,,,0.21
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,GBLRQXKSCRCLBZ-UHFFFAOYSA-N,0.22,0.53,0.57,0.57,1035.22,163.4,18.0,0.0,29.0,,,0.57
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,1.5,0.5,1.1,0.94,290.32,105.5,7.0,2.0,5.0,0.63,,0.63
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,OYKZKGBMHATGTA-UHFFFAOYSA-N,5.7,0.08,1.8,1.0,341.34,67.6,6.0,1.0,3.0,,,1.0
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CC[NH+](CCCOc2ccc(F)cc2)C[C@H]1OC,DCSUBABJRXZOMT-RBBKRZOGSA-O,1.2,0.02,3.5,3.0,465.95,86.0,7.0,2.0,9.0,,,3.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,NOYPYLRCIDNJJB-UHFFFAOYSA-N,0.77,0.05,2.4,2.3,369.42,117.5,8.0,3.0,6.0,,,2.3
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1.6,0.029,4.0,0.85,393.46,80.3,6.0,2.0,5.0,,,0.85
COc1cc(OC)c(C(=O)CCC[NH+]2CCCC2)c(OC)c1,OWYLAEYXIQKAOL-UHFFFAOYSA-O,1.3,0.4,2.5,0.52,307.38,48.0,5.0,0.0,8.0,,,0.52
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1[O-],VJJPUSNTGOMMGY-HZDRAOIFSA-M,0.18,0.12,-0.43,-0.43,588.56,160.8,13.0,3.0,5.0,,,-0.43
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1[O-],NRUKOCRGYNPUPR-NKWZCLBQSA-M,0.41,0.0044,0.15,0.15,656.65,160.8,13.0,3.0,6.0,,,0.15
COc1cc([S+](C)O)ccc1-c1nc2cnccc2[n-]1,DFXNTMSPOLVEQB-UHFFFAOYSA-N,1.67,0.48,1.0,1.0,287.34,67.9,5.0,1.0,3.0,,,1.0
COc1cc([S+](C)O)ccc1-c1nc2ncccc2[n-]1,JNXDPGWXNIGDRX-UHFFFAOYSA-N,0.62,0.41,1.3,1.3,287.34,67.9,5.0,1.0,3.0,,,1.3
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,6.1,0.61,1.1,1.1,399.44,83.1,7.0,1.0,5.0,0.82,,0.82
COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,ILVYCEVXHALBSC-BUHFOSPRSA-N,0.27,0.7,2.3,2.3,1029.26,144.9,16.0,0.0,30.0,,,2.3
COc1cc2c(cc1OC)CC(=O)[NH+](CCC[NH+](C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,ACRHBAYQBXXRTO-OAQYLSRUSA-P,1.66,0.28,3.0,1.8,468.59,60.5,7.0,0.0,10.0,,,1.8
COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)C([NH3+])C(C)C)[C@H](CC(C)C)C[NH+]1CC2,GEJDGVNQKABXKG-PSBUXNCMSA-P,1.31,0.01,3.4,2.5,418.57,74.0,6.0,1.0,8.0,,,2.5
COc1cc2c(cc1[O-])CC[NH2+][C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)[NH+]1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3[O-])C[C@@H]([C@@H]1O)[NH+]2C)OCO4,PKVRCIRHQMSYJX-AIFWHQITSA-O,25.0,0.06,1.8,1.2,761.84,168.7,14.0,4.0,4.0,,,1.2
COc1cc2c3cc1Oc1cc(ccc1[O-])C[C@@H]1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)C[C@@H]3[NH+](C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-N,0.45,0.58,4.7,3.9,609.73,80.6,8.0,2.0,2.0,,,3.9
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,WNMJYKCGWZFFKR-UHFFFAOYSA-N,1.5,0.14,2.3,1.8,389.45,111.8,9.0,2.0,8.0,,,1.8
COc1cc2nc(N3CC[NH+](C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,VCKUSRYTPJJLNI-UHFFFAOYSA-O,0.98,0.08,2.0,1.9,387.43,103.0,9.0,1.0,4.0,,,1.9
COc1cc2nc(N3CC[NH+](C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,RUZYUOTYCVRMRZ-UHFFFAOYSA-O,1.3,0.017,2.6,2.6,451.48,112.3,10.0,1.0,4.0,,,2.6
COc1cc2nc(N3CC[NH+](C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IENZQIKPVFGBNW-UHFFFAOYSA-O,0.73,0.06,1.5,1.5,383.4,107.2,9.0,1.0,4.0,,,1.5
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCC[NH+]1CCOCC1,XGALLCVXEZPNRQ-UHFFFAOYSA-O,23.0,0.089,4.3,3.9,446.9,68.7,7.0,1.0,8.0,,,3.9
COc1ccc(-c2nc3cc(C4=N[N-]C(=O)CC4C)ccc3[n-]2)cc1,UFNMHMKSMBUANO-UHFFFAOYSA-M,2.0,0.024,3.1,3.1,334.37,79.4,6.0,2.0,3.0,,,3.1
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,QNZCBYKSOIHPEH-UHFFFAOYSA-N,0.3,0.13,2.5,2.5,459.5,110.8,9.0,1.0,5.0,,,2.5
