chembl_id,drug_name,parameter,value,unit,dataset
CHEMBL399274,,caco2_permeability_cm_s,0.97,normalized,ChEMBL
CHEMBL248438,,caco2_permeability_cm_s,1.52,normalized,ChEMBL
CHEMBL399075,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL248436,,caco2_permeability_cm_s,1.75,normalized,ChEMBL
CHEMBL248849,,caco2_permeability_cm_s,15.0,normalized,ChEMBL
CHEMBL255858,,caco2_permeability_cm_s,4.0,normalized,ChEMBL
CHEMBL255858,,caco2_permeability_cm_s,65.0,normalized,ChEMBL
CHEMBL253881,,caco2_permeability_cm_s,15.0,normalized,ChEMBL
CHEMBL258202,,caco2_permeability_cm_s,83.0,normalized,ChEMBL
CHEMBL256794,,caco2_permeability_cm_s,280.0,normalized,ChEMBL
CHEMBL403036,,caco2_permeability_cm_s,0.9,normalized,ChEMBL
CHEMBL270591,,caco2_permeability_cm_s,5.1,normalized,ChEMBL
CHEMBL331372,,caco2_permeability_cm_s,0.2,normalized,ChEMBL
CHEMBL272761,,caco2_permeability_cm_s,0.7,normalized,ChEMBL
CHEMBL256467,,caco2_permeability_cm_s,0.2,normalized,ChEMBL
CHEMBL429910,,caco2_permeability_cm_s,150.0,normalized,ChEMBL
CHEMBL272383,,caco2_permeability_cm_s,3.3,normalized,ChEMBL
CHEMBL271574,,caco2_permeability_cm_s,10.0,normalized,ChEMBL
CHEMBL270026,,caco2_permeability_cm_s,26.0,normalized,ChEMBL
CHEMBL409718,,caco2_permeability_cm_s,30.0,normalized,ChEMBL
CHEMBL271945,,caco2_permeability_cm_s,18.0,normalized,ChEMBL
CHEMBL256418,,caco2_permeability_cm_s,30.0,normalized,ChEMBL
CHEMBL272584,,caco2_permeability_cm_s,30.0,normalized,ChEMBL
CHEMBL270548,,caco2_permeability_cm_s,4.6,normalized,ChEMBL
CHEMBL262614,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL264405,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL411668,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL429866,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL261629,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL261012,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL411875,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL263892,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL263894,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL437987,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL261615,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL261410,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL411503,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL259287,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL259074,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL259927,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL277556,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL258943,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL259145,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL429139,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL428077,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL258807,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL258806,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL409810,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL262085,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL402478,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL429712,,caco2_permeability_cm_s,10.7,normalized,ChEMBL
CHEMBL261531,,caco2_permeability_cm_s,7.3,normalized,ChEMBL
CHEMBL244877,,caco2_permeability_cm_s,24.6,normalized,ChEMBL
CHEMBL260367,,caco2_permeability_cm_s,26.7,normalized,ChEMBL
CHEMBL261454,,caco2_permeability_cm_s,76.0,normalized,ChEMBL
CHEMBL409158,,caco2_permeability_cm_s,42.0,normalized,ChEMBL
CHEMBL260015,,caco2_permeability_cm_s,28.0,normalized,ChEMBL
CHEMBL411297,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL409525,,caco2_permeability_cm_s,28.0,normalized,ChEMBL
CHEMBL261762,,caco2_permeability_cm_s,54.0,normalized,ChEMBL
CHEMBL261674,,caco2_permeability_cm_s,13.0,normalized,ChEMBL
CHEMBL191,,caco2_permeability_cm_s,1.15,normalized,ChEMBL
CHEMBL86247,,caco2_permeability_cm_s,0.1,normalized,ChEMBL
CHEMBL259114,,caco2_permeability_cm_s,1.78,normalized,ChEMBL
CHEMBL262098,,caco2_permeability_cm_s,10.8,normalized,ChEMBL
CHEMBL265208,,caco2_permeability_cm_s,8.7,normalized,ChEMBL
CHEMBL259353,,caco2_permeability_cm_s,3.6,normalized,ChEMBL
CHEMBL410325,,caco2_permeability_cm_s,5.6,normalized,ChEMBL
CHEMBL258539,,caco2_permeability_cm_s,10.6,normalized,ChEMBL
CHEMBL402818,,caco2_permeability_cm_s,4.6,normalized,ChEMBL
CHEMBL458568,,caco2_permeability_cm_s,6.34,normalized,ChEMBL
CHEMBL458568,,caco2_permeability_cm_s,2.91,normalized,ChEMBL
CHEMBL56337,,caco2_permeability_cm_s,4.34,normalized,ChEMBL
CHEMBL56337,,caco2_permeability_cm_s,10.9,normalized,ChEMBL
CHEMBL90568,,caco2_permeability_cm_s,76.2,normalized,ChEMBL
CHEMBL90568,,caco2_permeability_cm_s,12.4,normalized,ChEMBL
CHEMBL90568,,caco2_permeability_cm_s,76.1,normalized,ChEMBL
CHEMBL399121,,caco2_permeability_cm_s,47.1,normalized,ChEMBL
CHEMBL399121,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL399121,,caco2_permeability_cm_s,35.7,normalized,ChEMBL
CHEMBL9352,,caco2_permeability_cm_s,37.8,normalized,ChEMBL
CHEMBL9352,,caco2_permeability_cm_s,51.4,normalized,ChEMBL
CHEMBL9352,,caco2_permeability_cm_s,25.7,normalized,ChEMBL
CHEMBL540359,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL748,,caco2_permeability_cm_s,10.0,normalized,ChEMBL
CHEMBL27,,caco2_permeability_cm_s,14.9,normalized,ChEMBL
CHEMBL449668,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL59,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL464178,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL59,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL27,,caco2_permeability_cm_s,8.4,normalized,ChEMBL
CHEMBL27,,caco2_permeability_cm_s,6.9,normalized,ChEMBL
CHEMBL451917,,caco2_permeability_cm_s,1.2,normalized,ChEMBL
CHEMBL451533,,caco2_permeability_cm_s,1.5,normalized,ChEMBL
CHEMBL501030,,caco2_permeability_cm_s,0.6,normalized,ChEMBL
CHEMBL444763,,caco2_permeability_cm_s,1.1,normalized,ChEMBL
CHEMBL500204,,caco2_permeability_cm_s,1.4,normalized,ChEMBL
CHEMBL467840,,caco2_permeability_cm_s,1.8,normalized,ChEMBL
CHEMBL452624,,caco2_permeability_cm_s,2.0,normalized,ChEMBL
CHEMBL510802,,caco2_permeability_cm_s,2.2,normalized,ChEMBL
CHEMBL511002,,caco2_permeability_cm_s,1.3,normalized,ChEMBL
CHEMBL448262,,caco2_permeability_cm_s,3.1,normalized,ChEMBL
CHEMBL508502,,caco2_permeability_cm_s,1.8,normalized,ChEMBL
CHEMBL449911,,caco2_permeability_cm_s,2.0,normalized,ChEMBL
CHEMBL503986,,caco2_permeability_cm_s,1.9,normalized,ChEMBL
CHEMBL453779,,caco2_permeability_cm_s,2.6,normalized,ChEMBL
CHEMBL446765,,caco2_permeability_cm_s,0.7,normalized,ChEMBL
CHEMBL500792,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL447452,,caco2_permeability_cm_s,0.7,normalized,ChEMBL
CHEMBL505930,,caco2_permeability_cm_s,0.6,normalized,ChEMBL
CHEMBL510335,,caco2_permeability_cm_s,6.4,normalized,ChEMBL
CHEMBL503199,,caco2_permeability_cm_s,2.3,normalized,ChEMBL
CHEMBL459554,,caco2_permeability_cm_s,0.9,normalized,ChEMBL
CHEMBL504765,,caco2_permeability_cm_s,7.4,normalized,ChEMBL
CHEMBL455780,,caco2_permeability_cm_s,1.4,normalized,ChEMBL
CHEMBL446004,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL504735,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL506886,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL502226,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL500260,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL449375,,caco2_permeability_cm_s,1.1,normalized,ChEMBL
CHEMBL510335,,caco2_permeability_cm_s,9.6,normalized,ChEMBL
CHEMBL456161,,caco2_permeability_cm_s,6.8,normalized,ChEMBL
CHEMBL497853,,caco2_permeability_cm_s,5.5,normalized,ChEMBL
CHEMBL59,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL1009,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL113,,caco2_permeability_cm_s,1.8,normalized,ChEMBL
CHEMBL108,,caco2_permeability_cm_s,8.0,normalized,ChEMBL
CHEMBL448686,,caco2_permeability_cm_s,0.3,normalized,ChEMBL
CHEMBL447619,,caco2_permeability_cm_s,0.7,normalized,ChEMBL
CHEMBL501063,,caco2_permeability_cm_s,1.1,normalized,ChEMBL
CHEMBL27,,caco2_permeability_cm_s,13.5,normalized,ChEMBL
CHEMBL448686,,caco2_permeability_cm_s,0.7,normalized,ChEMBL
CHEMBL447619,,caco2_permeability_cm_s,1.4,normalized,ChEMBL
CHEMBL501063,,caco2_permeability_cm_s,2.4,normalized,ChEMBL
CHEMBL451917,,caco2_permeability_cm_s,2.5,normalized,ChEMBL
CHEMBL451533,,caco2_permeability_cm_s,3.2,normalized,ChEMBL
CHEMBL501030,,caco2_permeability_cm_s,1.3,normalized,ChEMBL
CHEMBL444763,,caco2_permeability_cm_s,2.3,normalized,ChEMBL
CHEMBL500204,,caco2_permeability_cm_s,2.9,normalized,ChEMBL
CHEMBL467840,,caco2_permeability_cm_s,3.9,normalized,ChEMBL
CHEMBL452624,,caco2_permeability_cm_s,4.3,normalized,ChEMBL
CHEMBL510802,,caco2_permeability_cm_s,4.6,normalized,ChEMBL
CHEMBL511002,,caco2_permeability_cm_s,2.8,normalized,ChEMBL
CHEMBL448262,,caco2_permeability_cm_s,6.6,normalized,ChEMBL
CHEMBL508502,,caco2_permeability_cm_s,3.7,normalized,ChEMBL
CHEMBL449911,,caco2_permeability_cm_s,4.3,normalized,ChEMBL
CHEMBL503986,,caco2_permeability_cm_s,4.0,normalized,ChEMBL
CHEMBL453779,,caco2_permeability_cm_s,5.5,normalized,ChEMBL
CHEMBL446765,,caco2_permeability_cm_s,1.5,normalized,ChEMBL
CHEMBL500792,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL447452,,caco2_permeability_cm_s,1.5,normalized,ChEMBL
CHEMBL505930,,caco2_permeability_cm_s,1.3,normalized,ChEMBL
CHEMBL510335,,caco2_permeability_cm_s,13.4,normalized,ChEMBL
CHEMBL503199,,caco2_permeability_cm_s,4.9,normalized,ChEMBL
CHEMBL459554,,caco2_permeability_cm_s,1.9,normalized,ChEMBL
CHEMBL504765,,caco2_permeability_cm_s,13.4,normalized,ChEMBL
CHEMBL455780,,caco2_permeability_cm_s,2.8,normalized,ChEMBL
CHEMBL446004,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL504735,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL506886,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL502226,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL500260,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL449375,,caco2_permeability_cm_s,2.3,normalized,ChEMBL
CHEMBL510335,,caco2_permeability_cm_s,16.7,normalized,ChEMBL
CHEMBL456161,,caco2_permeability_cm_s,12.5,normalized,ChEMBL
CHEMBL497853,,caco2_permeability_cm_s,10.3,normalized,ChEMBL
CHEMBL59,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL1009,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL113,,caco2_permeability_cm_s,3.6,normalized,ChEMBL
CHEMBL108,,caco2_permeability_cm_s,16.8,normalized,ChEMBL
CHEMBL1009,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL113,,caco2_permeability_cm_s,1.8,normalized,ChEMBL
CHEMBL108,,caco2_permeability_cm_s,12.8,normalized,ChEMBL
CHEMBL1009,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL113,,caco2_permeability_cm_s,3.6,normalized,ChEMBL
CHEMBL108,,caco2_permeability_cm_s,20.6,normalized,ChEMBL
CHEMBL464178,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL449668,,caco2_permeability_cm_s,0.0,normalized,ChEMBL
CHEMBL447664,,caco2_permeability_cm_s,11.0,normalized,ChEMBL
CHEMBL225519,,caco2_permeability_cm_s,1.84,normalized,ChEMBL
CHEMBL461220,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL296468,,caco2_permeability_cm_s,1.0,normalized,ChEMBL
CHEMBL496567,,caco2_permeability_cm_s,5.8,normalized,ChEMBL
CHEMBL540359,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL526648,,caco2_permeability_cm_s,3.1,normalized,ChEMBL
CHEMBL496110,,caco2_permeability_cm_s,3.3,normalized,ChEMBL
CHEMBL526280,,caco2_permeability_cm_s,4.7,normalized,ChEMBL
CHEMBL497970,,caco2_permeability_cm_s,5.3,normalized,ChEMBL
CHEMBL497766,,caco2_permeability_cm_s,6.1,normalized,ChEMBL
CHEMBL497999,,caco2_permeability_cm_s,3.2,normalized,ChEMBL
CHEMBL497171,,caco2_permeability_cm_s,470.0,normalized,ChEMBL
CHEMBL518096,,caco2_permeability_cm_s,3.2,normalized,ChEMBL
CHEMBL465092,,caco2_permeability_cm_s,2.7,normalized,ChEMBL
CHEMBL465933,,caco2_permeability_cm_s,3.1,normalized,ChEMBL
CHEMBL464038,,caco2_permeability_cm_s,3.7,normalized,ChEMBL
CHEMBL464037,,caco2_permeability_cm_s,4.2,normalized,ChEMBL
CHEMBL474056,,caco2_permeability_cm_s,4.0,normalized,ChEMBL
CHEMBL515568,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL481976,,caco2_permeability_cm_s,0.4,normalized,ChEMBL
CHEMBL481975,,caco2_permeability_cm_s,0.3,normalized,ChEMBL
CHEMBL479621,,caco2_permeability_cm_s,0.3,normalized,ChEMBL
CHEMBL480402,,caco2_permeability_cm_s,1.1,normalized,ChEMBL
CHEMBL480401,,caco2_permeability_cm_s,1.2,normalized,ChEMBL
CHEMBL480989,,caco2_permeability_cm_s,1.3,normalized,ChEMBL
CHEMBL465449,,caco2_permeability_cm_s,4.6,normalized,ChEMBL
CHEMBL465450,,caco2_permeability_cm_s,2.6,normalized,ChEMBL
CHEMBL464259,,caco2_permeability_cm_s,0.3,normalized,ChEMBL
CHEMBL472828,,caco2_permeability_cm_s,1.6,normalized,ChEMBL
CHEMBL473032,,caco2_permeability_cm_s,1.7,normalized,ChEMBL
CHEMBL473033,,caco2_permeability_cm_s,7.4,normalized,ChEMBL
CHEMBL466408,,caco2_permeability_cm_s,4.3,normalized,ChEMBL
CHEMBL469115,,caco2_permeability_cm_s,6.2,normalized,ChEMBL
CHEMBL465108,,caco2_permeability_cm_s,1.7,normalized,ChEMBL
CHEMBL518871,,caco2_permeability_cm_s,1.0,normalized,ChEMBL
CHEMBL518084,,caco2_permeability_cm_s,3.1,normalized,ChEMBL
CHEMBL465473,,caco2_permeability_cm_s,3.7,normalized,ChEMBL
CHEMBL464235,,caco2_permeability_cm_s,0.9,normalized,ChEMBL
CHEMBL464254,,caco2_permeability_cm_s,3.9,normalized,ChEMBL
CHEMBL481196,,caco2_permeability_cm_s,560.0,normalized,ChEMBL
CHEMBL480016,,caco2_permeability_cm_s,352.0,normalized,ChEMBL
CHEMBL538864,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL459215,,caco2_permeability_cm_s,0.1,normalized,ChEMBL
CHEMBL475660,,caco2_permeability_cm_s,1.5,normalized,ChEMBL
CHEMBL474992,,caco2_permeability_cm_s,0.4,normalized,ChEMBL
CHEMBL474991,,caco2_permeability_cm_s,0.23,normalized,ChEMBL
CHEMBL475650,,caco2_permeability_cm_s,0.05,normalized,ChEMBL
CHEMBL473807,,caco2_permeability_cm_s,0.1,normalized,ChEMBL
CHEMBL446978,,caco2_permeability_cm_s,0.05,normalized,ChEMBL
CHEMBL336293,,caco2_permeability_cm_s,228.0,normalized,ChEMBL
CHEMBL494225,,caco2_permeability_cm_s,219.0,normalized,ChEMBL
CHEMBL135339,,caco2_permeability_cm_s,100.0,normalized,ChEMBL
CHEMBL493937,,caco2_permeability_cm_s,2.73,normalized,ChEMBL
CHEMBL493937,,caco2_permeability_cm_s,3.01,normalized,ChEMBL
CHEMBL495196,,caco2_permeability_cm_s,28.0,normalized,ChEMBL
CHEMBL516342,,caco2_permeability_cm_s,37.0,normalized,ChEMBL
CHEMBL256907,,caco2_permeability_cm_s,1.0,normalized,ChEMBL
CHEMBL3085107,,caco2_permeability_cm_s,11.0,normalized,ChEMBL
CHEMBL3085107,,caco2_permeability_cm_s,26.0,normalized,ChEMBL
CHEMBL256907,,caco2_permeability_cm_s,10.0,normalized,ChEMBL
CHEMBL465957,,caco2_permeability_cm_s,4.5,normalized,ChEMBL
CHEMBL514164,,caco2_permeability_cm_s,1.0,normalized,ChEMBL
CHEMBL466547,,caco2_permeability_cm_s,15.0,normalized,ChEMBL
CHEMBL525188,,caco2_permeability_cm_s,156.0,normalized,ChEMBL
CHEMBL453734,,caco2_permeability_cm_s,0.9,normalized,ChEMBL
CHEMBL453734,,caco2_permeability_cm_s,8.6,normalized,ChEMBL
CHEMBL462044,,caco2_permeability_cm_s,3.9,normalized,ChEMBL
CHEMBL462044,,caco2_permeability_cm_s,9.1,normalized,ChEMBL
CHEMBL213566,,caco2_permeability_cm_s,0.2,normalized,ChEMBL
CHEMBL213566,,caco2_permeability_cm_s,0.2,normalized,ChEMBL
CHEMBL493279,,caco2_permeability_cm_s,12.5,normalized,ChEMBL
CHEMBL494097,,caco2_permeability_cm_s,4.5,normalized,ChEMBL
CHEMBL521523,,caco2_permeability_cm_s,3.0,normalized,ChEMBL
CHEMBL480558,,caco2_permeability_cm_s,12.5,normalized,ChEMBL
CHEMBL611774,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL611784,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL611772,,caco2_permeability_cm_s,2.07,normalized,ChEMBL
CHEMBL612049,,caco2_permeability_cm_s,2.65,normalized,ChEMBL
CHEMBL612037,,caco2_permeability_cm_s,1.61,normalized,ChEMBL
CHEMBL612042,,caco2_permeability_cm_s,0.03,normalized,ChEMBL
CHEMBL612044,,caco2_permeability_cm_s,0.05,normalized,ChEMBL
CHEMBL608843,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL611767,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL612048,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL609105,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL608839,,caco2_permeability_cm_s,0.18,normalized,ChEMBL
CHEMBL608842,,caco2_permeability_cm_s,0.84,normalized,ChEMBL
CHEMBL611785,,caco2_permeability_cm_s,1.03,normalized,ChEMBL
CHEMBL609101,,caco2_permeability_cm_s,0.03,normalized,ChEMBL
CHEMBL611775,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL612041,,caco2_permeability_cm_s,0.33,normalized,ChEMBL
CHEMBL611783,,caco2_permeability_cm_s,0.12,normalized,ChEMBL
CHEMBL611780,,caco2_permeability_cm_s,0.46,normalized,ChEMBL
CHEMBL609100,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL612040,,caco2_permeability_cm_s,0.12,normalized,ChEMBL
CHEMBL612052,,caco2_permeability_cm_s,0.09,normalized,ChEMBL
CHEMBL611782,,caco2_permeability_cm_s,0.01,normalized,ChEMBL
CHEMBL611766,,caco2_permeability_cm_s,0.39,normalized,ChEMBL
CHEMBL114,,caco2_permeability_cm_s,398.0,normalized,ChEMBL
CHEMBL501570,,caco2_permeability_cm_s,343.0,normalized,ChEMBL
CHEMBL504646,,caco2_permeability_cm_s,187.0,normalized,ChEMBL
CHEMBL1735,,caco2_permeability_cm_s,1550.0,normalized,ChEMBL
CHEMBL445706,,caco2_permeability_cm_s,737.0,normalized,ChEMBL
CHEMBL506295,,caco2_permeability_cm_s,708.0,normalized,ChEMBL
CHEMBL505494,,caco2_permeability_cm_s,292.0,normalized,ChEMBL
CHEMBL447877,,caco2_permeability_cm_s,626.0,normalized,ChEMBL
CHEMBL584,,caco2_permeability_cm_s,251.0,normalized,ChEMBL
CHEMBL114,,caco2_permeability_cm_s,110.0,normalized,ChEMBL
CHEMBL501570,,caco2_permeability_cm_s,232.0,normalized,ChEMBL
CHEMBL504646,,caco2_permeability_cm_s,58.0,normalized,ChEMBL
CHEMBL1735,,caco2_permeability_cm_s,103.0,normalized,ChEMBL
CHEMBL445706,,caco2_permeability_cm_s,644.0,normalized,ChEMBL
CHEMBL506295,,caco2_permeability_cm_s,513.0,normalized,ChEMBL
CHEMBL584,,caco2_permeability_cm_s,103.0,normalized,ChEMBL
CHEMBL487569,,caco2_permeability_cm_s,24.0,normalized,ChEMBL
CHEMBL486745,,caco2_permeability_cm_s,260.0,normalized,ChEMBL
CHEMBL486162,,caco2_permeability_cm_s,154.0,normalized,ChEMBL
CHEMBL234346,,caco2_permeability_cm_s,5.2,normalized,ChEMBL
CHEMBL458358,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL483201,,caco2_permeability_cm_s,4.5,normalized,ChEMBL
CHEMBL1263,,caco2_permeability_cm_s,119.0,normalized,ChEMBL
CHEMBL460472,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL460472,,caco2_permeability_cm_s,32.0,normalized,ChEMBL
CHEMBL451165,,caco2_permeability_cm_s,31.0,normalized,ChEMBL
CHEMBL481697,,caco2_permeability_cm_s,23.0,normalized,ChEMBL
CHEMBL481695,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL479410,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL449015,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL479411,,caco2_permeability_cm_s,21.0,normalized,ChEMBL
CHEMBL500629,,caco2_permeability_cm_s,42.0,normalized,ChEMBL
CHEMBL482292,,caco2_permeability_cm_s,14.0,normalized,ChEMBL
CHEMBL481306,,caco2_permeability_cm_s,36.0,normalized,ChEMBL
CHEMBL479999,,caco2_permeability_cm_s,42.0,normalized,ChEMBL
CHEMBL451165,,caco2_permeability_cm_s,28.0,normalized,ChEMBL
CHEMBL500629,,caco2_permeability_cm_s,42.0,normalized,ChEMBL
CHEMBL482292,,caco2_permeability_cm_s,18.0,normalized,ChEMBL
CHEMBL481306,,caco2_permeability_cm_s,31.0,normalized,ChEMBL
CHEMBL479999,,caco2_permeability_cm_s,42.0,normalized,ChEMBL
CHEMBL383706,,caco2_permeability_cm_s,18.0,normalized,ChEMBL
CHEMBL479411,,caco2_permeability_cm_s,22.0,normalized,ChEMBL
CHEMBL383706,,caco2_permeability_cm_s,7.0,normalized,ChEMBL
CHEMBL481697,,caco2_permeability_cm_s,31.0,normalized,ChEMBL
CHEMBL481695,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL479410,,caco2_permeability_cm_s,31.0,normalized,ChEMBL
CHEMBL449015,,caco2_permeability_cm_s,41.0,normalized,ChEMBL
CHEMBL481870,,caco2_permeability_cm_s,521.0,normalized,ChEMBL
CHEMBL480789,,caco2_permeability_cm_s,318.0,normalized,ChEMBL
CHEMBL481689,,caco2_permeability_cm_s,360.0,normalized,ChEMBL
CHEMBL516479,,caco2_permeability_cm_s,0.6,normalized,ChEMBL
CHEMBL489058,,caco2_permeability_cm_s,0.45,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,5.8,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,51.0,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,65.0,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,25.0,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,24.0,normalized,ChEMBL
CHEMBL229402,,caco2_permeability_cm_s,17.0,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,1.5,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,370.0,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,27.0,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,11.0,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,8.0,normalized,ChEMBL
CHEMBL229404,,caco2_permeability_cm_s,11.0,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,5.3,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,340.0,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,73.0,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,37.0,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,44.0,normalized,ChEMBL
CHEMBL229938,,caco2_permeability_cm_s,25.0,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,2.3,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,290.0,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,63.0,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,26.0,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,37.0,normalized,ChEMBL
CHEMBL436099,,caco2_permeability_cm_s,23.0,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,3.7,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,170.0,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,55.0,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,24.0,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,19.0,normalized,ChEMBL
CHEMBL461674,,caco2_permeability_cm_s,20.0,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,3.5,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,120.0,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,50.0,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,18.0,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,18.0,normalized,ChEMBL
CHEMBL460394,,caco2_permeability_cm_s,13.0,normalized,ChEMBL
CHEMBL460395,,caco2_permeability_cm_s,3.4,normalized,ChEMBL
CHEMBL460395,,caco2_permeability_cm_s,45.0,normalized,ChEMBL
