chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL596597,,,1.4,,,,,,,,,,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL596790,,,0.7,,,,,,,,,,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL597004,,,0.2,,,,,,,,,,O=C(Nc1ccc(CO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL597012,,,0.01,,,,,,,,,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)NN1CCCCC1
CHEMBL597127,,,0.45,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCCNC3)c2)cc1OC
CHEMBL597754,,,11.9,,,,,,,,,,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2
CHEMBL597814,,,5.6,,,,,,,,,,Cc1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1
CHEMBL597815,,,0.0,,,,,,,,,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1ccc(F)cc1F
CHEMBL597824,,,0.0,,,,,,,,,,O=C(Nc1ccc(C(=O)O)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL597879,,,44.650000000000006,,,,,,,,,,CN(C)C1CCN(C(=O)c2ccc(Cn3c(-c4ccccc4)nc4ccccc43)cc2)C1
CHEMBL598191,,,,,,,,,11.0,39.6,16.22950819672131,,N=C(N)c1cc2c(OCc3ccccc3)cccc2s1
CHEMBL598336,,,14.8,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1OC
CHEMBL598931,,,15.0,,,,,,,,,,COCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL598944,,,9.0,,,,,,,,,,COCCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL598979,,,0.3,,,,,,,,,,Cc1nc2ccccc2n1Cc1ccc(C(=O)N2CC[C@H](N3CCCC3)C2)cc1
CHEMBL599,,,13.0,,,,,18.0,,,,,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
CHEMBL599111,,,76.3,,,,,,,,,,COc1ccc(CCNc2nnc(Sc3ncc([N+](=O)[O-])s3)s2)cc1OC
CHEMBL599246,,,1.0,,,,,,,,,,O=C(Nc1ccc(F)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL599259,,,0.6,,,,,,,,,,COC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1
CHEMBL599346,,,8.4,,,,,,,,,,OC(NC[C@]12CC[C@@H](C1)NC2)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL599518,,,7.9,,,,,,,,,,CCC(C)Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
CHEMBL599523,,,10.0,,,,,,,,,,OC(CNCCNCc1ccccc1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL599589,,,0.3,,,,,,,,,,O=C(c1ccc(Cn2cnc3ccccc32)cc1)N1CC[C@H](N2CCCC2)C1
CHEMBL599667,,,2.4,,,,,,,,,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1cccs1
CHEMBL599668,,,0.5,,,,,,,,,,O=C(Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1)Nc1cccnc1
CHEMBL599791,,,14.466666666666669,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CN(C)CC4)c2)cc1OC
CHEMBL599792,,,12.3,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1OC
CHEMBL599965,,,10.0,,,,,,,,,,CN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N
CHEMBL6,,,1.643333333333333,,,,,1.4,,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL600,,,,,,,,5.5,,,,,CC(=O)N[C@@H](CS)C(=O)O
CHEMBL600005,,,0.1,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL600045,,,0.1,,,,,,,,,,COc1cc2c(cc1OC)C1CC(N)C(N3CCCOC3=O)CN1CC2
CHEMBL600222,,,1.4,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL600250,,,7.8,,,,,,,,,,O=C(c1ccc(Cn2ccc3cc(Cl)ccc32)cc1)N1CC[C@H](N2CCCC2)C1
CHEMBL600613,,,0.2,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3cccs3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL60066,,,,149.0,89.99998993288703,,0.4655,,3.0,10.8,5.094339622641509,,O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1
CHEMBL600837,,,120.0,,,,,,,,,,O=C(Cc1nnc(-c2cc(Cl)cc(N3CCOCC3)c2)o1)N1CCC(n2c(=O)[nH]c3ncccc32)CC1
CHEMBL60088,,,,,,,,,4.0,14.4,6.666666666666665,,N=C(N)c1cc2c(I)cccc2s1
CHEMBL601,,,0.0,,,,,,,,,,NCC(=O)CCC(=O)O
CHEMBL601030,,,6.5,,,,,,,,,,CCN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL601031,,,7.0,,,,,,,,,,CC(C)N1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL601074,,,0.9,,,,,,,,,,CCC1CC(=O)N(C2CN3CCc4cc(OC)c(OC)cc4C3CC2N)C1
CHEMBL601639,,,3.0,,,,,,,,,,CN1CCN(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL601719,,,,,,,0.0784,,,,,,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
CHEMBL601854,,,22.0,,,,,,,,,,CN1CCC(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL601857,,,3.0,,,,,,,,,,Cc1ncc(-c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)n1C
CHEMBL601882,,,,,,,0.0418,,,,,,Cc1onc(-c2ccccc2)c1C(=O)N(C)c1ccc(Cl)cc1
CHEMBL601948,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602142,,,1.7,,,,,,,,,,CN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL602180,,,,,,,0.0661,,,,,,COc1cnc(-c2ccccn2)nc1N1CCCC1
CHEMBL602475,,,185.0,,,,,,,,,,CN(C)CCOc1cc(Cl)cc(-c2nnc(CC(=O)N3CCC(N4CCc5ccccc5NC4=O)CC3)o2)c1
CHEMBL602515,,,8.3,,,,,,,,,,O=C(c1ccc(Cn2ccc3ccccc32)cc1)N1CC[C@H](N2CCCC2)C1
CHEMBL602560,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602680,,,2.0,,,,,,,,,,CC(C)CC(C)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL602745,,,,72.44,89.99997929321293,,,,,,,,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2Cl)c2ccc(C#N)c(Cl)c2)C1
CHEMBL602755,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602756,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602912,,,8.0,,,,,,,,,,CCCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL603217,,,0.07,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCN(C)CC2)ccc2[nH]ccc12
CHEMBL603418,,,0.11,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCNCC2)ccc2[nH]ccc12
CHEMBL603488,,,25.0,,,,,,,,,,CNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL603584,,,,,,,0.6454,,,,,,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
CHEMBL603623,,,0.0,,,,,,,,,,COc1ccc(Cn2nnc(-c3cccc(C(=O)NCc4ccc(C(=O)O)cc4)c3)n2)cc1
CHEMBL603668,,,48.0,,,,,,,,,,COc1cc(C(=O)Nc2nonc2NCc2ccc(-c3cc(Cl)cc(F)c3-c3noc(C)n3)cc2F)on1
CHEMBL604085,,,0.4333333333333333,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCNCC3)c2)cc1OC
CHEMBL604087,,,4.5,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC
CHEMBL604102,,,0.19,,,,,,,,,,N[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1
CHEMBL604126,,,,,,,0.0006,,,,,,Cc1cc(Oc2ncc(C(F)(F)F)cc2Cl)ccc1CC1SC(=O)NC1=O
CHEMBL604249,,,19.9,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1C
CHEMBL604271,,,17.0,,,,,,,,,,CCC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC
CHEMBL604303,,,0.0,,,,,,,,,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL604710,,,,,,,0.0009999999999998,,,,,,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
CHEMBL604753,,,3.0,,,,,,,,,,CC1C(NCC(O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)CC2CC1C2(C)C
CHEMBL604798,,,18.0,,,,,,,,,,Cc1ccc2oc(N3CCN4CCC3CC4)nc2n1
CHEMBL604908,,,0.2,,,,,,,,,,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL604945,,,0.2,,,,,,,,,,CN1CCC(N(C)C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL605121,,,0.0,,,,,,,,,,O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL605148,,,0.0,,,,,,,,,,COc1ccc(C(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1
CHEMBL605285,,,1.2,,,,,,,,,,COc1cc2c(cc1OC)C1CC(N)C(N3CCC[S+]3[O-])CN1CC2
CHEMBL605360,,,8.9,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CO)cc3)c2)cc1OC
CHEMBL60542,,,,,,,,2.5,,,,,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C
CHEMBL605579,,,12.0,,,,,,,,,,CN(C)CCOc1cc(Cl)cc(-c2nnc(CC(=O)N3CCC(n4c(=O)[nH]c5ncccc54)CC3)o2)c1
CHEMBL605742,,,9.7,,,,,,,,,,COc1cccc(CNC(=O)c2cc(-c3nnn(Cc4ccc(C(=O)O)cc4)n3)cc(C)n2)c1
CHEMBL605846,,,,14.0,89.99989285727041,,0.4089,,14.0,50.4,19.6875,,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1
CHEMBL606052,,,,,,,0.013,,,,,,N#Cc1ccc2c(c1)NC(=O)C2c1ncnc2cc(OCCCN3CCOCC3)ccc12
CHEMBL606133,,,0.01,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCCNCC2)ccc2[nH]ccc12
CHEMBL606148,,,0.06,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CC[C@H](N)C2)ccc2[nH]ccc12
CHEMBL606202,,,5.2,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCOCC3)c2c1
CHEMBL607,,,,,,,,7.9,,,,,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
CHEMBL60745,,,,,,,,1.8,,,,,CC[N+](C)(C)c1cccc(O)c1.[Br-]
CHEMBL608806,,,,,,,,1.5,,,,,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C
CHEMBL608839,,,0.18,,,,,,,,,,CCN(CC)CC.Cc1ccccc1-c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1
CHEMBL608842,,,0.84,,,,,,,,,,CCN(CC)CC.Cc1cccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)c1
CHEMBL608843,,,0.01,,,,,,,,,,CC(C)Cc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL609039,,,30.0,,,,,,,,,,CCCNc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
CHEMBL609100,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccncc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL609101,,,0.03,,,,,,,,,,CCN(CC)CC.Nc1ccccc1-c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1
CHEMBL609105,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL609330,,,17.0,,,,,,,,,,CSCCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL609757,,,220.0,,,,,,,,,,Cc1ccc(-c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)cn1
CHEMBL610062,,,5.0,,,,,,,,,,CCN1CCC(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL611,,,,,,,0.2045,9.0,,,,,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
CHEMBL611079,,,49.8,,,,,,,,,,COCCNc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
CHEMBL611631,,,3.6,,,,,,,,,,Cc1cc(S(=O)(=O)NC(=O)Nc2ncc(Br)s2)ccc1-c1ccc(F)nc1
CHEMBL611766,,,0.39,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CCCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611767,,,0.01,,,,,,,,,,CC(C)(C)c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611772,,,2.07,,,,,,,,,,CCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611774,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(CO)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611775,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1cccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)c1
CHEMBL611780,,,0.46,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3cccnc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611782,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccc(O)cc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611783,,,0.12,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccccn3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611784,,,0.01,,,,,,,,,,CCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611785,,,1.03,,,,,,,,,,CCN(CC)CC.Cc1ccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)cc1
CHEMBL612037,,,1.61,,,,,,,,,,CCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612040,,,0.12,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccccc3O)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL612041,,,0.33,,,,,,,,,,CCN(CC)CC.Nc1ccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)cc1
CHEMBL612042,,,0.03,,,,,,,,,,CCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612044,,,0.05,,,,,,,,,,CCCCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612048,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL612049,,,2.65,,,,,,,,,,CCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612052,,,0.09,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3cccc(O)c3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL615,,,,,,,,0.84,,,,,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
CHEMBL617,,,,,,,,0.95,,,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
CHEMBL61780,,,,,,,,3.8,,,,,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO
CHEMBL62,,,,,,,0.0801,,,,,,CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1
CHEMBL621,,,,,,,0.03,7.3,,,,,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
CHEMBL62136,,,,9.75,89.99980725713534,,0.0043999999999999,,3.0,10.8,5.094339622641509,,O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1
CHEMBL622,,,,12.88,89.99988354052337,,,,,,,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
CHEMBL623,,,,,,,,1.2,,,,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
CHEMBL6273,,,,,,,,8.6,,,,,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1
CHEMBL628,,,,,,,,1.2,,,,,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
CHEMBL629,,,,,,,,17.0,,,,,CN(C)CCC=C1c2ccccc2CCc2ccccc21
CHEMBL63,,,,,,,0.1728,,,,,,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
CHEMBL631,,,,38.02,89.99996054709777,,0.0705,2.1,,,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
CHEMBL632,,,,,,,,5.6,,,,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL633,,,,11.0,89.99986363657025,,,820.0,27.0,97.2,31.55844155844156,,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CHEMBL634,,,,,,,,1.6,,,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CHEMBL635,,,,,,,,2.9,,,,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL636,,,,,,,,1.4,,,,,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL637,,,,,,,0.8136,5.0,,,,,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
CHEMBL638,,,,,,,0.5345,5.6,,,,,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL639,,,,,,,,22.0,,,,,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
CHEMBL64,,,,,,,,1.0,,,,,NNC(=O)c1ccncc1
CHEMBL640,,,,,,,,3.1,,,,,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL641,,,,,,,,5.2,,,,,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
CHEMBL642,,,,6.92,89.99978323751628,,,3.5,3.0,10.8,5.094339622641509,,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
CHEMBL643,,,,,,,,14.0,,,,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CHEMBL64360,,,,,,,,2.2,,,,,Cc1cc(-n2cccc2)c(S(C)(=O)=O)cc1C(=O)N=C(N)N
CHEMBL64391,,,,,,,,25.0,,,,,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
CHEMBL644,,,,,,,0.069,23.0,,,,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
CHEMBL645,,,,25.12,89.99994028666383,,,10.0,,,,,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL646,,,,150.0,89.9999900000011,,0.1452,2.7,,,,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
CHEMBL649,,,,,,,,9.2,,,,,
CHEMBL650,,,,79.56,89.99991276330873,,0.2007999999999999,2.3,,,,,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
CHEMBL651,,,,,,,,31.0,,,,,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
CHEMBL652,,,,3.0,89.99950000277776,,0.6186,12.0,3.0,10.8,5.094339622641509,,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL654,,,,,,,,15.0,,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1
CHEMBL655,,,,76.68,89.99997062490425,,0.0174999999999999,3.1,,,,,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
CHEMBL656,,,,,,,,5.5,,,,,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
CHEMBL65693,,,,,,,0.0054999999999999,,,,,,CS(=O)(=O)Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1
CHEMBL657,,,,,,,,9.3,,,,,CN(C)CCOC(c1ccccc1)c1ccccc1
CHEMBL65794,,,,,,,,1.7,,,,,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1
CHEMBL658,,,,,,,,14.0,,,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
CHEMBL659,,,,,,,,5.3,,,,,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL660,,,,,,,,16.0,,,,,NC12CC3CC(CC(C3)C1)C2
