chembl_id,bioavailability_frac,caco2_log_permeability,caco2_permeability_cm_s,clearance_cell_uL_min_1e6,clearance_hepatic_l_h,clearance_l_h,fu_frac,half_life_h,microsome_clearance_uL_min_mg,microsome_clint_l_h,microsome_hepatic_l_h,vd_l_kg,smiles
CHEMBL6,,,1.6433333333333333,,,,,1.4,,,,,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL600,,,,,,,,5.5,,,,,
CHEMBL600005,,,0.1,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL600045,,,0.1,,,,,,,,,,COc1cc2c(cc1OC)C1CC(N)C(N3CCCOC3=O)CN1CC2
CHEMBL600222,,,1.4,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL600250,,,7.8,,,,,,,,,,O=C(c1ccc(Cn2ccc3cc(Cl)ccc32)cc1)N1CC[C@H](N2CCCC2)C1
CHEMBL600613,,,0.2,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3cccs3)n(CC(=O)N3CCC(N4CCCC4)CC3)c2c1
CHEMBL60066,,,,149.0,89.99998993288703,,0.4655,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL600837,,,120.0,,,,,,,,,,O=C(Cc1nnc(-c2cc(Cl)cc(N3CCOCC3)c2)o1)N1CCC(n2c(=O)[nH]c3ncccc32)CC1
CHEMBL60088,,,,,,,,,4.0,14.399999999999999,6.666666666666665,,
CHEMBL601,,,0.0,,,,,,,,,,NCC(=O)CCC(=O)O
CHEMBL601030,,,6.5,,,,,,,,,,CCN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL601031,,,7.0,,,,,,,,,,CC(C)N1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL601074,,,0.9,,,,,,,,,,CCC1CC(=O)N(C2CN3CCc4cc(OC)c(OC)cc4C3CC2N)C1
CHEMBL601639,,,3.0,,,,,,,,,,CN1CCN(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL601719,,,,,,,0.07840000000000003,,,,,,
CHEMBL601854,,,22.0,,,,,,,,,,CN1CCC(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL601857,,,3.0,,,,,,,,,,Cc1ncc(-c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)n1C
CHEMBL601882,,,,,,,0.04180000000000006,,,,,,
CHEMBL601948,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602142,,,1.7,,,,,,,,,,CN1CCN(C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL602180,,,,,,,0.06610000000000005,,,,,,
CHEMBL602475,,,185.0,,,,,,,,,,CN(C)CCOc1cc(Cl)cc(-c2nnc(CC(=O)N3CCC(N4CCc5ccccc5NC4=O)CC3)o2)c1
CHEMBL602515,,,8.3,,,,,,,,,,O=C(c1ccc(Cn2ccc3ccccc32)cc1)N1CC[C@H](N2CCCC2)C1
CHEMBL602560,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602680,,,2.0,,,,,,,,,,CC(C)CC(C)NCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL602745,,,,72.44,89.99997929321293,,,,,,,,
CHEMBL602755,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602756,,,0.0,,,,,,,,,,CC(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(N)=O
CHEMBL602912,,,8.0,,,,,,,,,,CCCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL603217,,,0.07,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCCN2CCN(C)CC2)ccc2[nH]ccc12
CHEMBL603418,,,0.11,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCNCC2)ccc2[nH]ccc12
CHEMBL603488,,,25.0,,,,,,,,,,CNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL603584,,,,,,,0.6454,,,,,,
CHEMBL603623,,,0.0,,,,,,,,,,COc1ccc(Cn2nnc(-c3cccc(C(=O)NCc4ccc(C(=O)O)cc4)c3)n2)cc1
CHEMBL603668,,,48.0,,,,,,,,,,COc1cc(C(=O)Nc2nonc2NCc2ccc(-c3cc(Cl)cc(F)c3-c3noc(C)n3)cc2F)on1
CHEMBL604085,,,0.43333333333333335,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)NCCC3CCNCC3)c2)cc1OC
CHEMBL604087,,,4.5,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1OC
CHEMBL604102,,,0.19,,,,,,,,,,N[C@@H]1CCN(c2ccc3[nH]nc(S(=O)(=O)c4cccc5ccccc45)c3c2)C1
CHEMBL604126,,,,,,,0.0006000000000000449,,,,,,
CHEMBL604249,,,19.900000000000002,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1C
CHEMBL604271,,,17.0,,,,,,,,,,CCC(=O)N(C)c1cc2c(NCc3ccc(OC)c(Cl)c3)ncnc2c(CCO)c1OC
CHEMBL604303,,,0.0,,,,,,,,,,O=C(Nc1ccc(Cl)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL604710,,,,,,,0.0009999999999998899,,,,,,
CHEMBL604753,,,3.0,,,,,,,,,,CC1C(NCC(O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)CC2CC1C2(C)C
CHEMBL604798,,,18.0,,,,,,,,,,Cc1ccc2oc(N3CCN4CCC3CC4)nc2n1
CHEMBL604908,,,0.2,,,,,,,,,,O=C(Nc1ccccc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL604945,,,0.2,,,,,,,,,,CN1CCC(N(C)C(=O)Cn2c(-c3ccoc3)c(C3CCCCC3)c3ccc(C(=O)O)cc32)CC1
CHEMBL605121,,,0.0,,,,,,,,,,O=C(Nc1ccc(CCO)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1
CHEMBL605148,,,0.0,,,,,,,,,,COc1ccc(C(c2ccccc2)c2nc(-c3ccc(F)cc3)c(CC(=O)O)s2)cc1
CHEMBL605285,,,1.2,,,,,,,,,,COc1cc2c(cc1OC)C1CC(N)C(N3CCC[S+]3[O-])CN1CC2
CHEMBL605360,,,8.9,,,,,,,,,,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CO)cc3)c2)cc1OC
CHEMBL60542,,,,,,,,2.5,,,,,
CHEMBL605579,,,12.0,,,,,,,,,,CN(C)CCOc1cc(Cl)cc(-c2nnc(CC(=O)N3CCC(n4c(=O)[nH]c5ncccc54)CC3)o2)c1
CHEMBL605742,,,9.7,,,,,,,,,,COc1cccc(CNC(=O)c2cc(-c3nnn(Cc4ccc(C(=O)O)cc4)n3)cc(C)n2)c1
CHEMBL605846,,,,14.0,89.99989285727041,,0.40890000000000004,,14.0,50.4,19.6875,,
CHEMBL606052,,,,,,,0.013000000000000012,,,,,,
CHEMBL606133,,,0.01,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CCCNCC2)ccc2[nH]ccc12
CHEMBL606148,,,0.06,,,,,,,,,,Cc1c(Nc2c(C#N)cncc2/C=C/CCN2CC[C@H](N)C2)ccc2[nH]ccc12
CHEMBL606202,,,5.2,,,,,,,,,,O=C(O)c1ccc2c(C3CCCCC3)c(-c3ccoc3)n(CC(=O)N3CCOCC3)c2c1
CHEMBL607,,,,,,,,7.9,,,,,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
CHEMBL60745,,,,,,,,1.8,,,,,
CHEMBL608806,,,,,,,,1.5,,,,,
CHEMBL608839,,,0.18,,,,,,,,,,CCN(CC)CC.Cc1ccccc1-c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1
CHEMBL608842,,,0.84,,,,,,,,,,CCN(CC)CC.Cc1cccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)c1
CHEMBL608843,,,0.01,,,,,,,,,,CC(C)Cc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL609039,,,30.0,,,,,,,,,,CCCNc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
CHEMBL609100,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccncc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL609101,,,0.03,,,,,,,,,,CCN(CC)CC.Nc1ccccc1-c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1
CHEMBL609105,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL609330,,,17.0,,,,,,,,,,CSCCCNCC(O)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL609757,,,220.0,,,,,,,,,,Cc1ccc(-c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)cn1
CHEMBL610062,,,5.0,,,,,,,,,,CCN1CCC(c2cc(Cl)cc(-c3nnc(CC(=O)N4CCC(n5c(=O)[nH]c6ncccc65)CC4)o3)c2)CC1
CHEMBL611,,,,,,,0.20450000000000002,9.0,,,,,
CHEMBL611079,,,49.8,,,,,,,,,,COCCNc1nnc(Sc2ncc([N+](=O)[O-])s2)s1
CHEMBL611631,,,3.6,,,,,,,,,,Cc1cc(S(=O)(=O)NC(=O)Nc2ncc(Br)s2)ccc1-c1ccc(F)nc1
CHEMBL611766,,,0.39,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CCCCC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611767,,,0.01,,,,,,,,,,CC(C)(C)c1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611772,,,2.07,,,,,,,,,,CCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611774,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(CO)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611775,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1cccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)c1
CHEMBL611780,,,0.46,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3cccnc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611782,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccc(O)cc3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611783,,,0.12,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccccn3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL611784,,,0.01,,,,,,,,,,CCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL611785,,,1.03,,,,,,,,,,CCN(CC)CC.Cc1ccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)cc1
CHEMBL612037,,,1.61,,,,,,,,,,CCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612040,,,0.12,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3ccccc3O)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL612041,,,0.33,,,,,,,,,,CCN(CC)CC.Nc1ccc(-c2cn(-c3nc(N)c4ncn([C@@H]5O[C@H](COS(=O)(=O)NC(=O)c6ccccc6O)[C@@H](O)[C@H]5O)c4n3)nn2)cc1
CHEMBL612042,,,0.03,,,,,,,,,,CCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612044,,,0.05,,,,,,,,,,CCCCCCCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612048,,,0.01,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(C3CC3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL612049,,,2.65,,,,,,,,,,CCCCCCCc1cn(-c2nc(N)c3ncn([C@@H]4O[C@H](COS(=O)(=O)NC(=O)c5ccccc5O)[C@@H](O)[C@H]4O)c3n2)nn1.CCN(CC)CC
CHEMBL612052,,,0.09,,,,,,,,,,CCN(CC)CC.Nc1nc(-n2cc(-c3cccc(O)c3)nn2)nc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O
CHEMBL615,,,,,,,,0.84,,,,,
CHEMBL617,,,,,,,,0.95,,,,,
CHEMBL61780,,,,,,,,3.8,,,,,
CHEMBL62,,,,,,,0.08010000000000006,,,,,,
CHEMBL621,,,,,,,0.030000000000000027,7.3,,,,,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
CHEMBL62136,,,,9.75,89.99980725713534,,0.0043999999999999595,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL622,,,,12.88,89.99988354052337,,,,,,,,
CHEMBL623,,,,,,,,1.2,,,,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
CHEMBL6273,,,,,,,,8.6,,,,,
CHEMBL628,,,,,,,,1.2,,,,,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
CHEMBL629,,,,,,,,17.0,,,,,CN(C)CCC=C1c2ccccc2CCc2ccccc21
CHEMBL63,,,,,,,0.17280000000000006,,,,,,
CHEMBL631,,,,38.02,89.99996054709777,,0.07050000000000001,2.1,,,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
CHEMBL632,,,,,,,,5.6,,,,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
CHEMBL633,,,,11.0,89.99986363657025,,,820.0,27.0,97.2,31.558441558441558,,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1
CHEMBL634,,,,,,,,1.6,,,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1
CHEMBL635,,,,,,,,2.9,,,,,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
CHEMBL636,,,,,,,,1.4,,,,,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL637,,,,,,,0.8136,5.0,,,,,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1
CHEMBL638,,,,,,,0.5345,5.6,,,,,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
CHEMBL639,,,,,,,,22.0,,,,,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
CHEMBL64,,,,,,,,1.0,,,,,
CHEMBL640,,,,,,,,3.1,,,,,CCN(CC)CCNC(=O)c1ccc(N)cc1
CHEMBL641,,,,,,,,5.2,,,,,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
CHEMBL642,,,,6.92,89.99978323751628,,,3.5,3.0,10.799999999999999,5.094339622641509,,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
CHEMBL643,,,,,,,,14.0,,,,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
CHEMBL64360,,,,,,,,2.2,,,,,
CHEMBL64391,,,,,,,,25.0,,,,,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
CHEMBL644,,,,,,,0.06900000000000006,23.0,,,,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
CHEMBL645,,,,25.12,89.99994028666383,,,10.0,,,,,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL646,,,,150.0,89.9999900000011,,0.1452,2.7,,,,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
CHEMBL649,,,,,,,,9.2,,,,,
CHEMBL650,,,,79.56,89.99991276330873,,0.20079999999999998,2.3,,,,,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12
CHEMBL651,,,,,,,,31.0,,,,,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
CHEMBL652,,,,3.0,89.99950000277776,,0.6186,12.0,3.0,10.799999999999999,5.094339622641509,,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
CHEMBL654,,,,,,,,15.0,,,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1
CHEMBL655,,,,76.68,89.99997062490425,,0.01749999999999996,3.1,,,,,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
CHEMBL656,,,,,,,,5.5,,,,,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
CHEMBL65693,,,,,,,0.005499999999999949,,,,,,
CHEMBL657,,,,,,,,9.3,,,,,CN(C)CCOC(c1ccccc1)c1ccccc1
CHEMBL65794,,,,,,,,1.7,,,,,
CHEMBL658,,,,,,,,14.0,,,,,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
CHEMBL659,,,,,,,,5.3,,,,,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2
CHEMBL660,,,,,,,,16.0,,,,,NC12CC3CC(CC(C3)C1)C2
CHEMBL66089,,,,,,,0.03430000000000011,,7.59,27.323999999999995,11.861434276784163,,
CHEMBL661,,,,23.319999999999997,89.99979397771293,,0.2895,12.0,,,,,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
CHEMBL6622,,,,,,,,1.69,,,,,
CHEMBL666,,,,,,,,4.7,,,,,
CHEMBL669,,,,,,,0.07840000000000003,,4.07,14.652,6.774551507305344,,
CHEMBL671,,,,,,,,2.7,,,,,
CHEMBL672,,,,54.0,89.9999722222308,,,,,,,,
CHEMBL674,,,,,,,,1.8,,,,,
CHEMBL67929,,,1.53,,,,,,,,,,N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](Cc1ccc(O)c(O)c1)C(=O)O)c1ccc(O)cc1
CHEMBL681,,,,,,,,3.5,,,,,
CHEMBL682,,,,32.36,89.99995364650101,,,,150.0,539.9999999999999,67.5,,
CHEMBL685,,,,,,,,1.1,,,,,
CHEMBL686,,,,,,,,,9.0,32.400000000000006,13.728813559322036,,
CHEMBL687,,,0.0129,,,,,,,,,,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
CHEMBL689,,,4.8100000960000004,,,,,,,,,,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
CHEMBL691,,,,,,,,9.7,,,,,
CHEMBL6966,,,25.616666666666664,65.505,89.99996432026927,,0.10730000000000006,2.8,127.7,459.71999999999997,64.67642093415868,,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
CHEMBL70,,,,,,,0.7917000000000001,2.0,,,,,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
CHEMBL700,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL702,,,,,,,,0.96,,,,,
CHEMBL704,,,0.9,,,,,0.61,,,,,Nc1ccc(O)c(C(=O)O)c1
CHEMBL707,,,,,,,,10.0,,,,,
CHEMBL708,,,,,,,0.0009999999999998899,3.1,,,,,
CHEMBL709,,,,,,,,4.8,,,,,
CHEMBL70972,,,,85.0,89.99998235294464,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL71,,,8.2,82.225,89.99994309694623,,0.013599999999999945,11.0,37.15,133.73999999999998,38.36488812392426,,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
CHEMBL710,,,,,,,,6.0,,,,,
CHEMBL714,,,,12.0,89.99987500017362,,0.7721,2.4,3.0,10.799999999999999,5.094339622641509,,
CHEMBL715,,,,,,,0.10730000000000006,,,,,,
CHEMBL72,,,17.88,78.46,89.9998866187587,,0.1481,22.0,10.47,37.692,15.582933686125353,,CNCCCN1c2ccccc2CCc2ccccc21
CHEMBL72292,,,,,,,0.03579999999999994,,,,,,
CHEMBL723,,,,26.3,89.9999429658156,,,2.4,41.69,150.084,40.92158359690261,,
CHEMBL726,,,,,,,0.011900000000000022,,,,,,
CHEMBL728,,,,,,,,9.0,,,,,
CHEMBL7301,,,,,,,0.0019000000000000128,,,,,,
CHEMBL73048,,,,,,,0.3923,,,,,,
CHEMBL73135,,,1e-05,,,,,,,,,,NC(=O)N(O)CCC#Cc1ccc(CN2CCN([C@H](c3ccccc3)c3ccc(Cl)cc3)CC2)o1
CHEMBL741,,,0.0129,,,,0.4427,,,,,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
CHEMBL7413,,,,,,,,1.6,,,,,
CHEMBL742,,,,,,,0.5799000000000001,2.8,,,,,
CHEMBL74355,,,,,,,0.6506000000000001,,,,,,
CHEMBL744,,,,,,,0.02870000000000006,,,,,,
CHEMBL74632,,,,,,,,2.9,,,,,
CHEMBL748,,,10.0,,,,,,,,,,C[n+]1ccccc1/C=N/O.[Cl-]
CHEMBL750,,,0.0129,,,,,,,,,,NS(=O)(=O)Cc1noc2ccccc12
CHEMBL75435,,,,21.0,89.99992857148526,,,,3.0,10.799999999999999,5.094339622641509,,
CHEMBL75474,,,,34.67,89.99995673495013,,,,,,,,
CHEMBL7568,,,,,,,0.11409999999999998,120.0,,,,,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
CHEMBL75753,,,,,,,,7.7,,,,,
CHEMBL75880,,,,,,,0.015600000000000058,,,,,,
CHEMBL76,,,,,,,,570.0,,,,,
CHEMBL76370,,,11.0,,,,,11.0,,,,,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12
CHEMBL766,,,,,,,,0.86,,,,,
CHEMBL7662,,,,,,,0.0017000000000000348,,,,,,
CHEMBL768,,,,,,,,0.15,,,,,
CHEMBL77131,,,,49.224999999999994,89.99996624775872,,,,,,,,
CHEMBL7728,,,,,,,,4.9,,,,,
CHEMBL777,,,,,,,,0.9,,,,,
CHEMBL778,,,,,,,,2.2,,,,,
CHEMBL782,,,,6.46,89.99976767719818,,0.019100000000000006,7.0,6.31,22.716,10.08524240809803,,
CHEMBL783,,,,,,,,1.5,,,,,
CHEMBL78628,,,,3.0,89.99950000277776,,0.8737,,,,,,
CHEMBL787,,,,28.825,89.99992924651119,,0.0004999999999999449,5.0,30.0,107.99999999999999,33.74999999999999,,
CHEMBL79,,,,,,,,1.6,,,,,CCN(CC)CC(=O)Nc1c(C)cccc1C
CHEMBL796,,,,,,,,4.8,,,,,
CHEMBL8,,,2.8,4.17,89.99964028920748,,0.6557999999999999,3.8,,,,,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
CHEMBL80,,,,,,,,1.1,,,,,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
CHEMBL8088,,,,,,,0.3599,,,,,,
CHEMBL809,,,14.5,,,,0.014599999999999946,,,,,,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
CHEMBL81,,,,30.0,89.99995000002778,,0.0050000000000000044,,21.0,75.6,26.619718309859152,,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CHEMBL810,,,,,,,,1.5,,,,,
CHEMBL813,,,,,,,,2.1,,,,,
CHEMBL81324,,,,,,,0.05810000000000004,,,,,,
CHEMBL814,,,,,,,0.24450000000000005,,,,,,
CHEMBL819,,,,,,,,0.7,,,,,
CHEMBL81945,,,,61.66,89.99997567305232,,,,,,,,
CHEMBL820,,,,,,,,3.4,,,,,
CHEMBL8232,,,,,,,,,3.0,10.799999999999999,5.094339622641509,,
